iati_identifier,transaction_number,title,date,transaction_type,finance_type,original_transaction_value,wb_sector_name,wb_sector_percentage,recipient_name,recipient_percentage,split_transaction_value
44000-P165017,48,Second Rwanda Urban Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2360815.0,Climate adaptation,37.0,Rwanda,100.0,873501.55
44000-P165017,48,Second Rwanda Urban Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2360815.0,Climate mitigation,40.0,Rwanda,100.0,944326.0
44000-P171462,49,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,501176.0,Climate change,43.0,Rwanda,100.0,215505.68
44000-P171462,49,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,501176.0,Gender,87.0,Rwanda,100.0,436023.12
44000-P171462,49,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,501176.0,Climate mitigation,13.0,Rwanda,100.0,65152.880000000005
44000-P171462,49,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,501176.0,Climate adaptation,30.0,Rwanda,100.0,150352.8
44000-P165017,50,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2913427.0,Climate change,77.0,Rwanda,100.0,2243338.79
44000-P165017,50,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2913427.0,Gender,44.0,Rwanda,100.0,1281907.8800000001
44000-P165017,50,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2913427.0,Climate adaptation,37.0,Rwanda,100.0,1077967.99
44000-P165017,50,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2913427.0,Climate mitigation,40.0,Rwanda,100.0,1165370.8
44000-P112712,51,Second Emergency Demobilization and Reintegration Project,2015-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,517107.0,Gender,10.0,Rwanda,100.0,51710.700000000004
44000-P165017,52,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2408510.0,Climate change,77.0,Rwanda,100.0,1854552.7
44000-P165017,52,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2408510.0,Gender,44.0,Rwanda,100.0,1059744.4
44000-P165017,52,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2408510.0,Climate adaptation,37.0,Rwanda,100.0,891148.7
44000-P165017,52,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2408510.0,Climate mitigation,40.0,Rwanda,100.0,963404.0
44000-P164130,53,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5431552.0,Climate change,25.0,Rwanda,100.0,1357888.0
44000-P164130,53,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5431552.0,Climate mitigation,5.0,Rwanda,100.0,271577.60000000003
44000-P164130,53,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5431552.0,Climate adaptation,20.0,Rwanda,100.0,1086310.4000000001
44000-P164130,53,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5431552.0,Gender,30.0,Rwanda,100.0,1629465.5999999999
44000-P164807,54,Rwanda Public Finance Management Reform Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4520715.0,Gender,54.0,Rwanda,100.0,2441186.1
44000-P172594,55,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5519960.0,Climate change,38.0,Rwanda,100.0,2097584.8
44000-P172594,55,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5519960.0,Climate mitigation,31.0,Rwanda,100.0,1711187.6
44000-P172594,55,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5519960.0,Gender,63.0,Rwanda,100.0,3477574.8
44000-P172594,55,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5519960.0,Climate adaptation,7.0,Rwanda,100.0,386397.2
44000-P165017,56,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1667202.0,Climate change,77.0,Rwanda,100.0,1283745.54
44000-P165017,56,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1667202.0,Gender,44.0,Rwanda,100.0,733568.88
44000-P165017,56,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1667202.0,Climate adaptation,37.0,Rwanda,100.0,616864.74
44000-P165017,56,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1667202.0,Climate mitigation,40.0,Rwanda,100.0,666880.8
44000-P164130,57,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5124191.0,Climate change,25.0,Rwanda,100.0,1281047.75
44000-P164130,57,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5124191.0,Climate mitigation,5.0,Rwanda,100.0,256209.55000000002
44000-P164130,57,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5124191.0,Climate adaptation,20.0,Rwanda,100.0,1024838.2000000001
44000-P164130,57,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5124191.0,Gender,30.0,Rwanda,100.0,1537257.3
44000-P112712,58,Second Emergency Demobilization and Reintegration Project,2015-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,944280.0,Gender,10.0,Rwanda,100.0,94428.0
44000-P177492,59,Social Protection Transformation Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,21607136.0,Climate change,12.0,Rwanda,100.0,2592856.32
44000-P177492,59,Social Protection Transformation Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,21607136.0,Climate adaptation,12.0,Rwanda,100.0,2592856.32
44000-P177492,59,Social Protection Transformation Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,21607136.0,Gender,22.0,Rwanda,100.0,4753569.92
44000-P112712,60,Second Emergency Demobilization and Reintegration Project,2013-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,352140.0,Gender,10.0,Rwanda,100.0,35214.0
44000-P172594,61,Rwanda - Energy Access and Quality Improvement Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,952524.0,Climate change,38.0,Rwanda,100.0,361959.12
44000-P172594,61,Rwanda - Energy Access and Quality Improvement Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,952524.0,Climate mitigation,31.0,Rwanda,100.0,295282.44
44000-P172594,61,Rwanda - Energy Access and Quality Improvement Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,952524.0,Gender,63.0,Rwanda,100.0,600090.12
44000-P172594,61,Rwanda - Energy Access and Quality Improvement Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,952524.0,Climate adaptation,7.0,Rwanda,100.0,66676.68000000001
44000-P164130,62,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2019-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,818308.0,Climate change,25.0,Rwanda,100.0,204577.0
44000-P164130,62,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2019-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,818308.0,Climate mitigation,5.0,Rwanda,100.0,40915.4
44000-P164130,62,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2019-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,818308.0,Climate adaptation,20.0,Rwanda,100.0,163661.6
44000-P164130,62,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2019-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,818308.0,Gender,30.0,Rwanda,100.0,245492.4
44000-P171462,63,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1574916.0,Climate change,43.0,Rwanda,100.0,677213.88
44000-P171462,63,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1574916.0,Gender,87.0,Rwanda,100.0,1370176.92
44000-P171462,63,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1574916.0,Climate mitigation,13.0,Rwanda,100.0,204739.08000000002
44000-P171462,63,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1574916.0,Climate adaptation,30.0,Rwanda,100.0,472474.8
44000-P112712,64,Second Emergency Demobilization and Reintegration Project,2016-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,717552.0,Gender,10.0,Rwanda,100.0,71755.2
44000-P171462,65,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,308431.0,Climate change,43.0,Rwanda,100.0,132625.33
44000-P171462,65,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,308431.0,Gender,87.0,Rwanda,100.0,268334.97
44000-P171462,65,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,308431.0,Climate mitigation,13.0,Rwanda,100.0,40096.03
44000-P171462,65,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,308431.0,Climate adaptation,30.0,Rwanda,100.0,92529.3
44000-P171462,66,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9548270.0,Climate change,43.0,Rwanda,100.0,4105756.1
44000-P171462,66,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9548270.0,Gender,87.0,Rwanda,100.0,8306994.9
44000-P171462,66,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9548270.0,Climate mitigation,13.0,Rwanda,100.0,1241275.1
44000-P171462,66,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9548270.0,Climate adaptation,30.0,Rwanda,100.0,2864481.0
44000-P160488,67,"Lake Victoria Transport Program - SOP1, Rwanda",2020-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1861308.0,Climate change,10.0,Rwanda,100.0,186130.80000000002
44000-P160488,67,"Lake Victoria Transport Program - SOP1, Rwanda",2020-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1861308.0,Climate adaptation,10.0,Rwanda,100.0,186130.80000000002
44000-P171462,68,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9566203.0,Climate change,43.0,Rwanda,100.0,4113467.29
44000-P171462,68,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9566203.0,Gender,87.0,Rwanda,100.0,8322596.61
44000-P171462,68,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9566203.0,Climate mitigation,13.0,Rwanda,100.0,1243606.3900000001
44000-P171462,68,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9566203.0,Climate adaptation,30.0,Rwanda,100.0,2869860.9
44000-P173373,69,Digital Acceleration Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6817110.0,Climate adaptation,5.0,Rwanda,100.0,340855.5
44000-P173373,69,Digital Acceleration Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6817110.0,Climate change,15.0,Rwanda,100.0,1022566.5
44000-P173373,69,Digital Acceleration Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6817110.0,Climate mitigation,9.0,Rwanda,100.0,613539.9
44000-P168551,70,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3544133.0,Gender,37.0,Rwanda,100.0,1311329.21
44000-P168551,70,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3544133.0,Climate mitigation,5.0,Rwanda,100.0,177206.65000000002
44000-P168551,70,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3544133.0,Climate change,19.0,Rwanda,100.0,673385.27
44000-P168551,70,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3544133.0,Climate adaptation,15.0,Rwanda,100.0,531619.95
44000-P172594,71,Rwanda - Energy Access and Quality Improvement Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8288751.0,Climate change,38.0,Rwanda,100.0,3149725.38
44000-P172594,71,Rwanda - Energy Access and Quality Improvement Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8288751.0,Climate mitigation,31.0,Rwanda,100.0,2569512.81
44000-P172594,71,Rwanda - Energy Access and Quality Improvement Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8288751.0,Gender,63.0,Rwanda,100.0,5221913.13
44000-P172594,71,Rwanda - Energy Access and Quality Improvement Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8288751.0,Climate adaptation,7.0,Rwanda,100.0,580212.5700000001
44000-P168551,72,Rwanda Quality Basic Education for Human Capital Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1865769.0,Gender,37.0,Rwanda,100.0,690334.53
44000-P168551,72,Rwanda Quality Basic Education for Human Capital Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1865769.0,Climate mitigation,5.0,Rwanda,100.0,93288.45000000001
44000-P168551,72,Rwanda Quality Basic Education for Human Capital Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1865769.0,Climate change,19.0,Rwanda,100.0,354496.11
44000-P168551,72,Rwanda Quality Basic Education for Human Capital Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1865769.0,Climate adaptation,15.0,Rwanda,100.0,279865.35
44000-P112712,73,Second Emergency Demobilization and Reintegration Project,2016-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,468663.0,Gender,10.0,Rwanda,100.0,46866.3
44000-P172594,74,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1322983.0,Climate change,38.0,Rwanda,100.0,502733.54
44000-P172594,74,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1322983.0,Climate mitigation,31.0,Rwanda,100.0,410124.73
44000-P172594,74,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1322983.0,Gender,63.0,Rwanda,100.0,833479.29
44000-P172594,74,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1322983.0,Climate adaptation,7.0,Rwanda,100.0,92608.81000000001
44000-P162646,75,Strengthening Social Protection Project,2021-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7673280.0,Climate mitigation,10.0,Rwanda,100.0,767328.0
44000-P162646,75,Strengthening Social Protection Project,2021-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7673280.0,Climate adaptation,18.0,Rwanda,100.0,1381190.4
44000-P162646,75,Strengthening Social Protection Project,2021-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7673280.0,Climate change,28.0,Rwanda,100.0,2148518.4000000004
44000-P165017,76,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2190733.0,Climate change,77.0,Rwanda,100.0,1686864.4100000001
44000-P165017,76,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2190733.0,Gender,44.0,Rwanda,100.0,963922.52
44000-P165017,76,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2190733.0,Climate adaptation,37.0,Rwanda,100.0,810571.21
44000-P165017,76,Second Rwanda Urban Development Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2190733.0,Climate mitigation,40.0,Rwanda,100.0,876293.2000000001
44000-P165017,77,Second Rwanda Urban Development Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,885358.0,Climate change,77.0,Rwanda,100.0,681725.66
44000-P165017,77,Second Rwanda Urban Development Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,885358.0,Gender,44.0,Rwanda,100.0,389557.52
44000-P165017,77,Second Rwanda Urban Development Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,885358.0,Climate adaptation,37.0,Rwanda,100.0,327582.46
44000-P165017,77,Second Rwanda Urban Development Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,885358.0,Climate mitigation,40.0,Rwanda,100.0,354143.2
44000-P165017,78,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,654922.0,Climate change,77.0,Rwanda,100.0,504289.94
44000-P165017,78,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,654922.0,Gender,44.0,Rwanda,100.0,288165.68
44000-P165017,78,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,654922.0,Climate adaptation,37.0,Rwanda,100.0,242321.13999999998
44000-P165017,78,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,654922.0,Climate mitigation,40.0,Rwanda,100.0,261968.80000000002
44000-P165017,79,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3094451.0,Climate change,77.0,Rwanda,100.0,2382727.27
44000-P165017,79,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3094451.0,Gender,44.0,Rwanda,100.0,1361558.44
44000-P165017,79,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3094451.0,Climate adaptation,37.0,Rwanda,100.0,1144946.8699999999
44000-P165017,79,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3094451.0,Climate mitigation,40.0,Rwanda,100.0,1237780.4000000001
44000-P165017,80,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,736761.0,Climate change,77.0,Rwanda,100.0,567305.97
44000-P165017,80,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,736761.0,Gender,44.0,Rwanda,100.0,324174.84
44000-P165017,80,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,736761.0,Climate adaptation,37.0,Rwanda,100.0,272601.57
44000-P165017,80,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,736761.0,Climate mitigation,40.0,Rwanda,100.0,294704.4
44000-P112712,81,Second Emergency Demobilization and Reintegration Project,2014-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1135982.0,Gender,10.0,Rwanda,100.0,113598.20000000001
44000-P112712,82,Second Emergency Demobilization and Reintegration Project,2015-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,705405.0,Gender,10.0,Rwanda,100.0,70540.5
44000-P164130,83,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2020-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1560202.0,Climate change,25.0,Rwanda,100.0,390050.5
44000-P164130,83,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2020-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1560202.0,Climate mitigation,5.0,Rwanda,100.0,78010.1
44000-P164130,83,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2020-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1560202.0,Climate adaptation,20.0,Rwanda,100.0,312040.4
44000-P164130,83,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2020-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1560202.0,Gender,30.0,Rwanda,100.0,468060.6
44000-P112712,84,Second Emergency Demobilization and Reintegration Project,2015-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1789.0,Gender,10.0,Rwanda,100.0,178.9
44000-P148927,85,Transformation of Agriculture Sector Program Phase 3  PforR,2017-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2813659.0,Climate mitigation,30.0,Rwanda,100.0,844097.7
44000-P148927,85,Transformation of Agriculture Sector Program Phase 3  PforR,2017-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2813659.0,Climate adaptation,30.0,Rwanda,100.0,844097.7
44000-P148927,85,Transformation of Agriculture Sector Program Phase 3  PforR,2017-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2813659.0,Climate change,60.0,Rwanda,100.0,1688195.4
44000-P172594,86,Rwanda - Energy Access and Quality Improvement Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4546136.0,Climate change,38.0,Rwanda,100.0,1727531.68
44000-P172594,86,Rwanda - Energy Access and Quality Improvement Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4546136.0,Climate mitigation,31.0,Rwanda,100.0,1409302.16
44000-P172594,86,Rwanda - Energy Access and Quality Improvement Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4546136.0,Gender,63.0,Rwanda,100.0,2864065.68
44000-P172594,86,Rwanda - Energy Access and Quality Improvement Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4546136.0,Climate adaptation,7.0,Rwanda,100.0,318229.52
44000-P165017,87,Second Rwanda Urban Development Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,155694.0,Climate change,77.0,Rwanda,100.0,119884.38
44000-P165017,87,Second Rwanda Urban Development Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,155694.0,Gender,44.0,Rwanda,100.0,68505.36
44000-P165017,87,Second Rwanda Urban Development Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,155694.0,Climate adaptation,37.0,Rwanda,100.0,57606.78
44000-P165017,87,Second Rwanda Urban Development Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,155694.0,Climate mitigation,40.0,Rwanda,100.0,62277.600000000006
44000-P172594,88,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4749545.0,Climate change,38.0,Rwanda,100.0,1804827.1
44000-P172594,88,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4749545.0,Climate mitigation,31.0,Rwanda,100.0,1472358.95
44000-P172594,88,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4749545.0,Gender,63.0,Rwanda,100.0,2992213.35
44000-P172594,88,Rwanda - Energy Access and Quality Improvement Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4749545.0,Climate adaptation,7.0,Rwanda,100.0,332468.15
44000-P112712,89,Second Emergency Demobilization and Reintegration Project,2010-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,344193.0,Gender,10.0,Rwanda,100.0,34419.3
44000-P171462,90,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3460915.0,Climate change,43.0,Rwanda,100.0,1488193.45
44000-P171462,90,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3460915.0,Gender,87.0,Rwanda,100.0,3010996.05
44000-P171462,90,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3460915.0,Climate mitigation,13.0,Rwanda,100.0,449918.95
44000-P171462,90,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3460915.0,Climate adaptation,30.0,Rwanda,100.0,1038274.5
44000-P112712,91,Second Emergency Demobilization and Reintegration Project,2012-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,442000.0,Gender,10.0,Rwanda,100.0,44200.0
44000-P165017,92,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,795155.0,Climate change,77.0,Rwanda,100.0,612269.35
44000-P165017,92,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,795155.0,Gender,44.0,Rwanda,100.0,349868.2
44000-P165017,92,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,795155.0,Climate adaptation,37.0,Rwanda,100.0,294207.35
44000-P165017,92,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,795155.0,Climate mitigation,40.0,Rwanda,100.0,318062.0
44000-P164807,93,Rwanda Public Finance Management Reform Project,2019-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3013461.0,Gender,54.0,Rwanda,100.0,1627268.9400000002
44000-P165017,94,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1596185.0,Climate change,77.0,Rwanda,100.0,1229062.45
