unique_id,text,climate_adaptation,climate_mitigation
2016080143|2016|mosses and liverworts|0.026589|41030,mosses and liverworts MOSSES AND LIVERWORTS mosses and liverworts,0,0
2016080093|2016|Pinta Giant Gal?pagos tortoise|0.027697|41030,Pinta Giant Gal?pagos tortoise PINTA GIANT GAL?PAGOS TORTOISE Pinta Giant Gal?pagos tortoise,0,0
2016080126|2016|Golden Sandfish|0.027697|41030,Golden Sandfish GOLDEN SANDFISH Golden Sandfish,0,0
2016080062|2016|Fishing cat|0.027697|41030,Fishing cat FISHING CAT Fishing cat,0,0
2016080005|2016|Galapagos tortoise|0.016618|41030,Galapagos tortoise GALAPAGOS TORTOISE Galapagos tortoise,0,0
2016080079|2016|Caribea litoralis|0.018834|41030,Caribea litoralis CARIBEA LITORALIS Caribea litoralis,0,0
2016080018|2016|White-backed Vulture|0.022157|41030,White-backed Vulture WHITE-BACKED VULTURE White-backed Vulture,0,0
2016080148|2016|West African slender-snouted crocodile|0.025647|41030,West African slender-snouted crocodile WEST AFRICAN SLENDER-SNOUTED CROCODILE West African slender-snouted crocodile,0,0
2016080068|2016|Groupers|0.016064|41030,Groupers GROUPERS Groupers,0,0
2016080114|2016|Nubian Flapshell Turtle|0.014402|41030,Nubian Flapshell Turtle NUBIAN FLAPSHELL TURTLE Nubian Flapshell Turtle,0,0
2016080110|2016|Becks' petrel|0.013605|41030,Becks' petrel BECKS' PETREL Becks' petrel,0,0
2016080011|2016|Fishing Cat|0.013627|41030,Fishing Cat FISHING CAT Fishing Cat,0,0
2016080029|2016|Utila Spiny-tailed Iguana|0.011079|41030,Utila Spiny-tailed Iguana UTILA SPINY-TAILED IGUANA Utila Spiny-tailed Iguana,0,0
2016080048|2016|Tortuella abietifolia|0.011079|41030,Tortuella abietifolia TORTUELLA ABIETIFOLIA Tortuella abietifolia,0,0
2016080095|2016|Western Chimpanzee|0.011079|41030,Western Chimpanzee WESTERN CHIMPANZEE Western Chimpanzee,0,0
2016080066|2016|Lycian Salamanders|0.011079|41030,Lycian Salamanders LYCIAN SALAMANDERS Lycian Salamanders,0,0
2016080118|2016|Kordofan giraffe|0.011079|41030,Kordofan giraffe KORDOFAN GIRAFFE Kordofan giraffe,0,0
2016080033|2016|Javan slow loris|0.011079|41030,Javan slow loris JAVAN SLOW LORIS Javan slow loris,0,0
2016080030|2016|Victoria tilapia|0.011079|41030,Victoria tilapia VICTORIA TILAPIA Victoria tilapia,0,0
2016080111|2016|Tamaraw|0.009971|41030,Tamaraw TAMARAW Tamaraw,0,0
2016080139|2016|Cropan's Boa|0.010469|41030,Cropan's Boa CROPAN'S BOA Cropan's Boa,0,0
2016080085|2016|Northern Muriqui|0.013294|41030,Northern Muriqui NORTHERN MURIQUI Northern Muriqui,0,0
2016080024|2016|Chinese Pangolin|0.013294|41030,Chinese Pangolin CHINESE PANGOLIN Chinese Pangolin,0,0
2016080003|2016|Yuanbaoshan fir|0.013294|41030,Yuanbaoshan fir YUANBAOSHAN FIR Yuanbaoshan fir,0,0
2016080039|2016|Pinus cernua|0.013294|41030,Pinus cernua PINUS CERNUA Pinus cernua,0,0
2016080096|2016|Arakan Forest Turtle|0.013073|41030,Arakan Forest Turtle ARAKAN FOREST TURTLE Arakan Forest Turtle,0,0
2016080037|2016|Yangtze finless porpoise|0.008863|41030,Yangtze finless porpoise YANGTZE FINLESS PORPOISE Yangtze finless porpoise,0,0
2016080009|2016|Hodded Spider Monkey|0.008863|41030,Hodded Spider Monkey HODDED SPIDER MONKEY Hodded Spider Monkey,0,0
2016080012|2016|Alfiler|0.008863|41030,Alfiler ALFILER Alfiler,0,0
2016080022|2016|Peruvian yellow tailed woolly monkey|0.008863|41030,Peruvian yellow tailed woolly monkey PERUVIAN YELLOW TAILED WOOLLY MONKEY Peruvian yellow tailed woolly monkey,0,0
2016080034|2016|Artocarpus annulatus|0.006647|41030,Artocarpus annulatus ARTOCARPUS ANNULATUS Artocarpus annulatus,0,0
2016080025|2016|Wroughtoni's free tailed bat / Wroughton's giant mastiff bat|0.006758|41030,Wroughtoni's free tailed bat / Wroughton's giant mastiff bat WROUGHTONI'S FREE TAILED BAT / WROUGHTON'S GIANT MASTIFF BAT Wroughtoni's free tailed bat / Wroughton's giant mastiff bat,0,0
2016080058|2016|Four-toe snakeskink|0.006758|41030,Four-toe snakeskink FOUR-TOE SNAKESKINK Four-toe snakeskink,0,0
2016080147|2016|Hazomafana|0.009417|41030,Hazomafana HAZOMAFANA Hazomafana,0,0
2016080070|2016|Campbell's alligator lizard|0.006647|41030,Campbell's alligator lizard CAMPBELL'S ALLIGATOR LIZARD Campbell's alligator lizard,0,0
2016080102|2016|Brown-headed Spider Monkey|0.006647|41030,Brown-headed Spider Monkey BROWN-HEADED SPIDER MONKEY Brown-headed Spider Monkey,0,0
2016080004|2016|Taita Hills Warty Frog|0.007755|41030,Taita Hills Warty Frog TAITA HILLS WARTY FROG Taita Hills Warty Frog,0,0
2016080038|2016|Forest Hinged Tortoise|0.007755|41030,Forest Hinged Tortoise FOREST HINGED TORTOISE Forest Hinged Tortoise,0,0
2016080032|2016|Cat Ba Langur|0.007755|41030,Cat Ba Langur CAT BA LANGUR Cat Ba Langur,0,0
2016080061|2016|Golden langur|0.007755|41030,Golden langur GOLDEN LANGUR Golden langur,0,0
2016080116|2016|Giant otter|0.005539|41030,Giant otter GIANT OTTER Giant otter,0,0
2016080084|2016|Tahina palm|0.005539|41030,Tahina palm TAHINA PALM Tahina palm,0,0
2016080086|2016|Red Siskin|0.005539|41030,Red Siskin RED SISKIN Red Siskin,0,0
2016080021|2016|Leopard|0.005539|41030,Leopard LEOPARD Leopard,0,0
2016080008|2016|Black-fronted Piping-guan|0.005761|41030,Black-fronted Piping-guan BLACK-FRONTED PIPING-GUAN Black-fronted Piping-guan,0,0
2016080124|2016|Painted tree frog|0.004431|41030,Painted tree frog PAINTED TREE FROG Painted tree frog,0,0
2016080112|2016|Horseshoe crab|0.004321|41030,Horseshoe crab HORSESHOE CRAB Horseshoe crab,0,0
2016080026|2016|Ganges River Dolphin|0.004409|41030,Ganges River Dolphin GANGES RIVER DOLPHIN Ganges River Dolphin,0,0
2016080017|2016|Edough ribbed newt|0.003878|41030,Edough ribbed newt EDOUGH RIBBED NEWT Edough ribbed newt,0,0
2016080108|2016|Loyo|0.003878|41030,Loyo LOYO Loyo,0,0
2016080134|2016|Jungle Cat|0.003988|41030,Jungle Cat JUNGLE CAT Jungle Cat,0,0
2016080075|2016|Drepanosticta spatulifera|0.003656|41030,Drepanosticta spatulifera DREPANOSTICTA SPATULIFERA Drepanosticta spatulifera,0,0
2016080020|2016|Brazilian red-belly toad male|0.003878|41030,Brazilian red-belly toad male BRAZILIAN RED-BELLY TOAD MALE Brazilian red-belly toad male,0,0
2016080031|2016|Sri Lanka Emerald Spreadwing|0.003324|41030,Sri Lanka Emerald Spreadwing SRI LANKA EMERALD SPREADWING Sri Lanka Emerald Spreadwing,0,0
2016080019|2016|Esalle|0.003324|41030,Esalle ESALLE Esalle,0,0
2016080125|2016|Burrowing scorpion|0.004985|41030,Burrowing scorpion BURROWING SCORPION Burrowing scorpion,0,0
2016080059|2016|Caecilian|0.004985|41030,Caecilian CAECILIAN Caecilian,0,0
2016080014|2016|Azulejo|0.004985|41030,Azulejo AZULEJO Azulejo,0,0
2016080144|2016|Sinharaja shrub frog|0.002493|41030,Sinharaja shrub frog SINHARAJA SHRUB FROG Sinharaja shrub frog,0,0
2016080091|2016|Aparasphenodon arapapa|0.00277|41030,Aparasphenodon arapapa APARASPHENODON ARAPAPA Aparasphenodon arapapa,0,0
2016080131|2016|Malagasy rainbow frog|0.00277|41030,Malagasy rainbow frog MALAGASY RAINBOW FROG Malagasy rainbow frog,0,0
2016080099|2016|Syrandri Clubtail|0.00277|41030,Syrandri Clubtail SYRANDRI CLUBTAIL Syrandri Clubtail,0,0
2016080119|2016|Sandy mole rat|0.002205|41030,Sandy mole rat SANDY MOLE RAT Sandy mole rat,0,0
2016080117|2016|Koni man frog|0.001108|41030,Koni man frog KONI MAN FROG Koni man frog,0,0
2016170002|2016|Al Reyan Power generation plant in Aden|3.968042|23310,Al Reyan Power generation plant in Aden AL REYAN POWER GENERATION PLANT IN ADEN Al Reyan Power generation plant in Aden,0,0
2016250106|2016|Providing and maintaining of power generations in the provinces of Hadramout / Marib / Al muhra|0.078647|23310,Providing and maintaining of power generations in the provinces of Hadramout / Marib / Al muhra PROVIDING AND MAINTAINING OF POWER GENERATIONS IN THE PROVINCES OF HADRAMOUT / MARIB / AL MUHRA Providing and maintaining of power generations in the provinces of Hadramout / Marib / Al muhra,0,1
2016250230|2016|Bio-Diversity|0.104627|41030,"Bio-Diversity BIO-DIVERSITY The goal of this convention is to conserve biological diversity and the use of its components in a sustainable manner fair and equitable sharing of benefits arising from the use of genetic resources, including through sharing, access to genetic materials and by appropriate transfer of relevant technologies, taking into account all rights over those resources and technologies, and by appropriate funding",0,0
2016250055|2016|providing spare parts and operation the electricity stations in Aden|38.306267|23310,providing spare parts and operation the electricity stations in Aden PROVIDING SPARE PARTS AND OPERATION THE ELECTRICITY STATIONS IN ADEN providing spare parts and operation the electricity stations in Aden,0,1
2016250087|2016|providing 4 electiricity generators and other 8 for ighting|0.564646|23310,providing 4 electiricity generators and other 8 for ighting PROVIDING 4 ELECTIRICITY GENERATORS AND OTHER 8 FOR IGHTING providing 4 electiricity generators and other 8 for ighting,0,1
2016250028|2016|The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN) whose goal is: The extinction crisis and massive loss of biodiversity will be universally adopted as a shared responsibility and addressed by concerted actions throughout the world.|0.498584|41030,The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN) whose goal is: The extinction crisis and massive loss of biodiversity will be universally adopted as a shared responsibility and addressed by concerted actions throughout the world. THE SPECIES SURVIVAL COMMISSION (SSC) IS A COMMISSION OF THE INTERNATIONAL UNION FOR CONSERVATION OF NATURE (IUCN) WHOSE GOAL IS: THE EXTINCTION CRIS The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN) whose goal is: The extinction crisis and massive loss of biodiversity will be universally adopted as a shared responsibility and addressed by concerted actions throughout the world.,0,0
2016250032|2016|The purpose of this Agreement is to implement the largest reintroduction of captive-bred ungulates ever undertaken with the goal of restoring the Scimitar-Horned Oryx to its historical range in the Ouadi Rim̩-Ouadi Achim Game Reserve in Central Chad. The Chad Government represented by its Ministry|0.188548|41030,"The purpose of this Agreement is to implement the largest reintroduction of captive-bred ungulates ever undertaken with the goal of restoring the Scimitar-Horned Oryx to its historical range in the Ouadi Rim̩-Ouadi Achim Game Reserve in Central Chad. The Chad Government represented by its Ministry THE PURPOSE OF THIS AGREEMENT IS TO IMPLEMENT THE LARGEST REINTRODUCTION OF CAPTIVE-BRED UNGULATES EVER UNDERTAKEN WITH THE GOAL OF RESTORING THE SCI The purpose of this Agreement is to implement the largest reintroduction of captive-bred ungulates ever undertaken with the goal of restoring the Scimitar-Horned Oryx to its historical range in the Ouadi Rim̩-Ouadi Achim Game Reserve in Central Chad. The Chad Government represented by its Ministry of Environment and Fisheries, is prepared to receive and administer the release of scimitar-horned oryx in Chad and ensure their protection within these reserves.",0,0
2016250235|2016|Basel Convention|0.039385|14050,"Basel Convention BASEL CONVENTION Basel Convention on the mandatory agreement, aimed at the Control of Transboundary Movements of Hazardous Wastes and their Disposal across the border.",1,0
2016250070|2016|Provide a diesel  for power plant in Marib province during the period March - July / 2016|2.660329|23310,Provide a diesel  for power plant in Marib province during the period March - July / 2016 PROVIDE A DIESEL  FOR POWER PLANT IN MARIB PROVINCE DURING THE PERIOD MARCH - JULY / 2016 Provide a diesel  for power plant in Marib province during the period March - July / 2016,0,0
2016250239|2016|the Rotterdam Convention (UNEP|0.021371|99810,the Rotterdam Convention (UNEP THE ROTTERDAM CONVENTION (UNEP The agreement aims to promote shared responsibility and cooperative efforts among parties in the international trade of certain hazardous chemicals in order to protect human health and the environment from potential harm and to contribute to the environmentally sound use by encouraging and facilitating the exchange of information about their characteristics. Emirates issued legislation to regulate pesticides can be handled in the state and ministerial decisions on a regular basis to ban or restrict pesticides based on what stipulated in the agreement,0,1
2016250080|2016|The provision of fuel for power in Yemen|1.108464|23310,The provision of fuel for power in Yemen THE PROVISION OF FUEL FOR POWER IN YEMEN The provision of fuel for power in Yemen,0,1
2016990976|2016|Environmental Management Program|0.015953|41010,"Environmental Management Program ENVIRONMENTAL MANAGEMENT PROGRAM Environmental Management Program has targets to reduce gaseous emission, noise, soil and water pollution through monitoring of facilities and sites. This has resulted in a zero record of fines, and significant reduction in community complaints from environmental issues.",0,2
2013100013|2016|Electricity supply projects|22.637371|23310,"Electricity supply projects ELECTRICITY SUPPLY PROJECTS Power supply and distribution to the off-grid areas, villages and communities, totaled 70 villages and 159  power distribution station in subset towns",0,1
2016030020|2016|Support of the International Conference on Climate Change COP 22|0.753349|41010,Support of the International Conference on Climate Change COP 22 SUPPORT OF THE INTERNATIONAL CONFERENCE ON CLIMATE CHANGE COP 22 Support of the International Conference on Climate Change COP 22,0,2
2009030060|2016|Timkit dam|14040,Timkit dam TIMKIT DAM Timkit dam,1,0
2009030024|2016|Integrated South Ghurs development|31120,Integrated South Ghurs development INTEGRATED SOUTH GHURS DEVELOPMENT Integrated South Ghurs development,1,0
2010030015|2016|Banha electrical Power station|2.593967|23310,"Banha electrical Power station BANHA ELECTRICAL POWER STATION The project includes the construction of a power generation station of 750 MW, two heat recover boilers, 3 electricity generators, 3 main power transformers, 1 condenser, a 220 kV switchyard, the execution of all necessary civil, mechanical and electrical works, along with the provision of necessary consulting services and insurance.",0,0
2009030059|2016|Samendeni Dam project|0.093504|14040,"Samendeni Dam project SAMENDENI DAM PROJECT Samendeni Dam project The project includes the construction of an earth dam, with 2.9 km long, 23.9 top height, and 1.05 billion cubic meter capacity, including the attachments: Load discharge, bottom evacuator, 2 water sources for the hydroelectricity station and a source for the portable water",1,0
2016030026|2016|The Geothermal Energy Project|23260,"The Geothermal Energy Project THE GEOTHERMAL ENERGY PROJECT Geothermal project in the volcanic region of La Soufriere will bring clean, reliable power to the whole country and increase the renewable energy mix in the grid to 75% and reduce emissions by 53,000 tCO2 per year from avoided diesel combustion.",0,2
2014030155|2016|Wind Power Stations|0.036194|23240,Wind Power Stations WIND POWER STATIONS Wind Power Stations,0,2
2016080123|2016|Leprous False Brook Salamander|0.013738|41030,Leprous False Brook Salamander LEPROUS FALSE BROOK SALAMANDER Leprous False Brook Salamander,0,0
2016080063|2016|Junin Grebe|0.013793|41030,Junin Grebe JUNIN GREBE Junin Grebe,0,0
2016080027|2016|Fijian free-tailed bat|0.013848|41030,Fijian free-tailed bat FIJIAN FREE-TAILED BAT Fijian free-tailed bat,0,0
2016080081|2016|Peruvian Diving-petrel|0.013848|41030,Peruvian Diving-petrel PERUVIAN DIVING-PETREL Peruvian Diving-petrel,0,0
2016080137|2016|Townsend's Shearwater|0.013848|41030,Townsend's Shearwater TOWNSEND'S SHEARWATER Townsend's Shearwater,0,0
2016080016|2016|Black eyed tree frog|0.013848|41030,Black eyed tree frog BLACK EYED TREE FROG Black eyed tree frog,0,0
2016080140|2016|Western chimpanzee|0.013848|41030,Western chimpanzee WESTERN CHIMPANZEE Western chimpanzee,0,0
2016080127|2016|Blond Titi Monkey|0.013848|41030,Blond Titi Monkey BLOND TITI MONKEY Blond Titi Monkey,0,0
2016080103|2016|African wild dog|0.013848|41030,African wild dog AFRICAN WILD DOG African wild dog,0,0
2016080041|2016|Elkhorn coral|0.013848|41030,Elkhorn coral ELKHORN CORAL Elkhorn coral,0,0
2016080156|2016|Dryas monkey|0.013848|41030,Dryas monkey DRYAS MONKEY Dryas monkey,0,0
2016080092|2016|bonobo|0.013848|41030,bonobo BONOBO bonobo,0,0
2016080001|2016|Oncilla|0.011677|41030,Oncilla ONCILLA Oncilla,0,0
2016080055|2016|Pampas cat|0.011898|41030,Pampas cat PAMPAS CAT Pampas cat,0,0
2016080151|2016|Escamudo de San Cristobal|0.011079|41030,Escamudo de San Cristobal ESCAMUDO DE SAN CRISTOBAL Escamudo de San Cristobal,0,0
2016080069|2016|Arunachalam's Hill Stream Loach|0.013294|41030,Arunachalam's Hill Stream Loach ARUNACHALAM'S HILL STREAM LOACH Arunachalam's Hill Stream Loach,0,0
2016080010|2016|Geometric Tortoise|0.013294|41030,Geometric Tortoise GEOMETRIC TORTOISE Geometric Tortoise,0,0
2016080045|2016|Luida Stream Toad|0.013294|41030,Luida Stream Toad LUIDA STREAM TOAD Luida Stream Toad,0,0
2016080044|2016|Chinese pangolin|0.013294|41030,Chinese pangolin CHINESE PANGOLIN Chinese pangolin,0,0
2016080015|2016|Floreana Island Galapagos racer|0.012187|41030,Floreana Island Galapagos racer FLOREANA ISLAND GALAPAGOS RACER Floreana Island Galapagos racer,0,0
2016080129|2016|Home's hingeback tortoise|0.012187|41030,Home's hingeback tortoise HOME'S HINGEBACK TORTOISE Home's hingeback tortoise,0,0
2016080002|2016|Blue-eyed black lemur|0.012187|41030,Blue-eyed black lemur BLUE-EYED BLACK LEMUR Blue-eyed black lemur,0,0
2016080053|2016|Cape vulture|0.012408|41030,Cape vulture CAPE VULTURE Cape vulture,0,0
2016080065|2016|African penguin|0.012519|41030,African penguin AFRICAN PENGUIN African penguin,0,0
2016080138|2016|African wolf|0.006647|41030,African wolf AFRICAN WOLF African wolf,0,0
2016080130|2016|Vonatabola|0.011079|41030,Vonatabola VONATABOLA Vonatabola,0,0
2016080135|2016|Tooth-billed Pigeon|0.009971|41030,Tooth-billed Pigeon TOOTH-BILLED PIGEON Tooth-billed Pigeon,0,0
2016080083|2016|Alagoas Antwren|0.007977|41030,Alagoas Antwren ALAGOAS ANTWREN Alagoas Antwren,0,0
2016080056|2016|Blue Throated Macaw|0.008087|41030,Blue Throated Macaw BLUE THROATED MACAW Blue Throated Macaw,0,0
2016080051|2016|Pallas's cat|0.008309|41030,Pallas's cat PALLAS'S CAT Pallas's cat,0,0
2016080100|2016|Red Panda|0.008309|41030,Red Panda RED PANDA Red Panda,0,0
2016080067|2016|Mentawai langur|0.005872|41030,Mentawai langur MENTAWAI LANGUR Mentawai langur,0,0
2016080028|2016|Asian Elephant|0.005462|41030,Asian Elephant ASIAN ELEPHANT Asian Elephant,0,0
2016080150|2016|Sevan trout|0.005484|41030,Sevan trout SEVAN TROUT Sevan trout,0,0
2016080104|2016|Orinoco crocodile|0.005506|41030,Orinoco crocodile ORINOCO CROCODILE Orinoco crocodile,0,0
2016080089|2016|Forest Spiny Reed Frog|0.00544|41030,Forest Spiny Reed Frog FOREST SPINY REED FROG Forest Spiny Reed Frog,0,0
2016080036|2016|Sibreei's fat-tailed dwarf lemur|0.005539|41030,Sibreei's fat-tailed dwarf lemur SIBREEI'S FAT-TAILED DWARF LEMUR Sibreei's fat-tailed dwarf lemur,0,0
2016080158|2016|San Martin titi monkey|0.005539|41030,San Martin titi monkey SAN MARTIN TITI MONKEY San Martin titi monkey,0,0
2016080035|2016|Southern woolly lemur|0.005539|41030,Southern woolly lemur SOUTHERN WOOLLY LEMUR Southern woolly lemur,0,0
2016080090|2016|Kashmir grey langur|0.005539|41030,Kashmir grey langur KASHMIR GREY LANGUR Kashmir grey langur,0,0
2016080060|2016|Cauca Poison Frog|0.005539|41030,Cauca Poison Frog CAUCA POISON FROG Cauca Poison Frog,0,0
2016080128|2016|Chacoan peccary|0.005539|41030,Chacoan peccary CHACOAN PECCARY Chacoan peccary,0,0
2016080054|2016|Grasshopper|0.00277|41030,Grasshopper GRASSHOPPER Grasshopper,0,0
2016080097|2016|Terminalia acuminata|0.002814|41030,Terminalia acuminata TERMINALIA ACUMINATA Terminalia acuminata,0,0
2016080088|2016|Tonkin snub-nosed monkey|0.005229|41030,Tonkin snub-nosed monkey TONKIN SNUB-NOSED MONKEY Tonkin snub-nosed monkey,0,0
2016080107|2016|Rostombekov's Lizard|0.005296|41030,Rostombekov's Lizard ROSTOMBEKOV'S LIZARD Rostombekov's Lizard,0,0
2016080078|2016|Alindanaw|0.00637|41030,Alindanaw ALINDANAW Alindanaw,0,0
2016080155|2016|Luristan newt|0.006426|41030,Luristan newt LURISTAN NEWT Luristan newt,0,0
2016080087|2016|Cave or sink-hole squeaker|0.005318|41030,Cave or sink-hole squeaker CAVE OR SINK-HOLE SQUEAKER Cave or sink-hole squeaker,0,0
2016080145|2016|Bay cat|0.005318|41030,Bay cat BAY CAT Bay cat,0,0
2016080006|2016|Polyommatus myrrha cinyrea|0.00534|41030,Polyommatus myrrha cinyrea POLYOMMATUS MYRRHA CINYREA Polyommatus myrrha cinyrea,0,0
2016080047|2016|Eric's Sylvan|0.005384|41030,Eric's Sylvan ERIC'S SYLVAN Eric's Sylvan,0,0
2016080076|2016|Talaud Black Birdwing|0.004542|41030,Talaud Black Birdwing TALAUD BLACK BIRDWING Talaud Black Birdwing,0,0
2016080141|2016|Pseudophilautus semiruber|0.00493|41030,Pseudophilautus semiruber PSEUDOPHILAUTUS SEMIRUBER Pseudophilautus semiruber,0,0
2016080052|2016|Wagner's Mountain Viper|0.00493|41030,Wagner's Mountain Viper WAGNER'S MOUNTAIN VIPER Wagner's Mountain Viper,0,0
2016080072|2016|Preuss's red colobus|0.004985|41030,Preuss's red colobus PREUSS'S RED COLOBUS Preuss's red colobus,0,0
2016170117|2016|Purchasing and installing (2) generators in Socotra island|0.083555|23310,Purchasing and installing (2) generators in Socotra island PURCHASING AND INSTALLING (2) GENERATORS IN SOCOTRA ISLAND Purchasing and installing (2) generators in Socotra island,0,0
2016170001|2016|Power generation plant in Aden|38.306267|23310,Power generation plant in Aden POWER GENERATION PLANT IN ADEN Power generation plant in Aden,0,0
2016250029|2016|The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN) Whos mission is to evaluate and highlight the many values of biodiversity and put authoritative biodiversity knowledge at the center of decision-making|0.055393|41030,The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN) Whos mission is to evaluate and highlight the many values of biodiversity and put authoritative biodiversity knowledge at the center of decision-making THE SPECIES SURVIVAL COMMISSION (SSC) IS A COMMISSION OF THE INTERNATIONAL UNION FOR CONSERVATION OF NATURE (IUCN) WHOS MISSION IS TO EVALUATE AND H The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN) Whos mission is to evaluate and highlight the many values of biodiversity and put authoritative biodiversity knowledge at the center of decision-making,0,0
2016250143|2016|The waste management and cleaning operations in the provinces of Hadramout / Marib / Al muhra|0.000144|14050,The waste management and cleaning operations in the provinces of Hadramout / Marib / Al muhra THE WASTE MANAGEMENT AND CLEANING OPERATIONS IN THE PROVINCES OF HADRAMOUT / MARIB / AL MUHRA The waste management and cleaning operations in the provinces of Hadramout / Marib / Al muhra,1,0
2016250245|2016|The agreement to protect the ozone layer|0.003966|41020,"The agreement to protect the ozone layer THE AGREEMENT TO PROTECT THE OZONE LAYER The agreement aims to protect the ozone layer from depletion and reduce the effects of this depletion on human health and ecosystems, by banning the use of ozone-depleting substances imperceptibly, and prepared for this purpose a special protocol is (the Montreal Protocol on Substances that Deplete the Ozone Layer. The Anzmt Emirates to Protocol, stressing its commitment to the provisions of the Convention and the Protocol, which was organized this material set of decision",0,2
2016250150|2016|Purchase of electricity generators / Khor Makassar / Shinaz / Jhaif / Al Rayyan station|2.331381|23310,Purchase of electricity generators / Khor Makassar / Shinaz / Jhaif / Al Rayyan station PURCHASE OF ELECTRICITY GENERATORS / KHOR MAKASSAR / SHINAZ / JHAIF / AL RAYYAN STATION ,0,0
2016250111|2016|Purchase costs Cable and high pressure generators in Abyan|0.034588|23310,Purchase costs Cable and high pressure generators in Abyan PURCHASE COSTS CABLE AND HIGH PRESSURE GENERATORS IN ABYAN Purchase costs Cable and high pressure generators in Abyan,0,1
2016250242|2016|the Montreal Protocol|0.028095|41020,the Montreal Protocol THE MONTREAL PROTOCOL The Protocol emerges from the protection of the Ozone Layer wich  aims to protect the ozone layer by phasing out the production of a number of substances believed to be responsible for the depletion of the ozone layer.,0,2
"2016250031|2016|EAD being the competent government entity entrusted with protecting and conserving the environment and wildlife, and being conscious that scimitar-horned oryx were exterminated during the early 1980s as a result of civil war in Chad, and totally extinct in the wild during the 1990s, it engaged with|1.392853|41030","EAD being the competent government entity entrusted with protecting and conserving the environment and wildlife, and being conscious that scimitar-horned oryx were exterminated during the early 1980s as a result of civil war in Chad, and totally extinct in the wild during the 1990s, it engaged with EAD BEING THE COMPETENT GOVERNMENT ENTITY ENTRUSTED WITH PROTECTING AND CONSERVING THE ENVIRONMENT AND WILDLIFE, AND BEING CONSCIOUS THAT SCIMITAR-HO EAD being the competent government entity entrusted with protecting and conserving the environment and wildlife, and being conscious that scimitar-horned oryx were exterminated during the early 1980s as a result of civil war in Chad, and totally extinct in the wild during the 1990s, it engaged with the Sahara Conservation Fund (SCF) in reliance on its skill and knowledge and experience, to reintroduce the scimitar-horned oryx to its original, unfenced habitat in central Chad, utilizing animals drawn from the legacy of late Sheikh Zayed Bin Sultan Al Nahyan's private wildlife collections.",0,0
2016250079|2016|The provision of electric generators in Yemen|1.108464|23310,The provision of electric generators in Yemen THE PROVISION OF ELECTRIC GENERATORS IN YEMEN The provision of electric generators in Yemen,0,1
"2016250121|2016|Providing  generator for restored hope hospital , and buy power adapter 110-220 volts for  Radio Mukalla|0.014125|23310","Providing  generator for restored hope hospital , and buy power adapter 110-220 volts for  Radio Mukalla PROVIDING  GENERATOR FOR RESTORED HOPE HOSPITAL , AND BUY POWER ADAPTER 110-220 VOLTS FOR  RADIO MUKALLA Providing  generator for restored hope hospital , and buy power adapter 110-220 volts for  Radio Mukalla",0,1
"2016250030|2016|EAD continues to support UNEP/CMS since 2008. In Abu Dhabi, they oversee the implementation of two agreements: the Memorandum of Understanding on the Conservation of Migratory birds of Prey in Africa and Eurasia, and the Memorandum of Understanding on the Conservation and Management of Dugongs and|1.35729|41030","EAD continues to support UNEP/CMS since 2008. In Abu Dhabi, they oversee the implementation of two agreements: the Memorandum of Understanding on the Conservation of Migratory birds of Prey in Africa and Eurasia, and the Memorandum of Understanding on the Conservation and Management of Dugongs and EAD CONTINUES TO SUPPORT UNEP/CMS SINCE 2008. IN ABU DHABI, THEY OVERSEE THE IMPLEMENTATION OF TWO AGREEMENTS: THE MEMORANDUM OF UNDERSTANDING ON THE EAD continues to support UNEP/CMS since 2008. In Abu Dhabi, they oversee the implementation of two agreements: the Memorandum of Understanding on the Conservation of Migratory birds of Prey in Africa and Eurasia, and the Memorandum of Understanding on the Conservation and Management of Dugongs and their Habitat. We provide institutional support to them through a financial sponsorship and we host them at our Headquarters.",0,0
2016250244|2016|Regional Organization for the Protection of the Marine Environment|0.257047|41010,Regional Organization for the Protection of the Marine Environment REGIONAL ORGANIZATION FOR THE PROTECTION OF THE MARINE ENVIRONMENT Projects and activities of the organization aimed at coordinating efforts among Member States to maintain the integrity of sea water quality and ecosystems and aquaculture and reduce pollution in the territorial sea of the area.,0,2
2017080056|2017|AFRICAN ROCK PYTHON|0.005426|41030,AFRICAN ROCK PYTHON AFRICAN ROCK PYTHON African rock python,0,0
2017080009|2017|ORANGUTAN|0.004341|41030,ORANGUTAN ORANGUTAN Orangutan,0,0
2017080081|2017|PODOLIAN BLIND MOLE RAT|0.004341|41030,PODOLIAN BLIND MOLE RAT PODOLIAN BLIND MOLE RAT Podolian blind mole rat,0,0
2017080016|2017|HOME'S HINGED-BACK TORTOISE|0.004341|41030,HOME'S HINGED-BACK TORTOISE HOME'S HINGED-BACK TORTOISE Home's Hinged-back Tortoise,0,0
